0.100000 7.953827e-18 
0.123667 6.517151e-18 
0.152936 7.171630e-18 
0.189132 5.850277e-18 
0.233894 4.764886e-18 
0.289251 3.565763e-18 
0.357709 2.593998e-18 
0.442369 2.151244e-18 
0.547065 1.513876e-18 
0.676541 1.056000e-18 
0.836660 7.315368e-19 
1.034675 5.147734e-19 
1.279555 3.427634e-19 
1.582391 2.379343e-19 
1.956900 1.596840e-19 
2.420046 1.065461e-19 
2.992805 7.107438e-20 
3.701121 4.710818e-20 
4.577077 3.127129e-20 
5.660348 2.570252e-20 
7.000000 2.556109e-20 
7.089677 2.554820e-20 
7.180503 2.553134e-20 
7.272493 2.550711e-20 
7.365661 2.547742e-20 
7.460023 2.531363e-20 
7.555593 2.539008e-20 
7.652388 2.534143e-20 
7.750423 2.527726e-20 
7.849714 2.520086e-20 
7.950277 2.511261e-20 
8.052128 2.501095e-20 
8.155284 2.489394e-20 
8.259761 2.476125e-20 
8.365577 2.461053e-20 
8.472749 2.444145e-20 
8.581293 2.425207e-20 
8.691229 2.404089e-20 
8.802572 2.380594e-20 
8.915342 2.354624e-20 
9.029557 2.325945e-20 
9.145235 2.294436e-20 
9.262394 2.259879e-20 
9.381055 2.222046e-20 
9.501236 2.180743e-20 
9.622957 2.135721e-20 
9.746237 2.086821e-20 
9.871096 2.033772e-20 
9.997555 1.976311e-20 
10.125634 1.917805e-20 
10.255353 1.861103e-20 
10.386735 1.806078e-20 
10.519800 1.752679e-20 
10.654569 1.700859e-20 
10.791065 1.650572e-20 
10.929310 1.601771e-20 
11.069325 1.554413e-20 
11.211135 1.508455e-20 
11.354761 1.463856e-20 
11.500227 1.420575e-20 
11.647557 1.378574e-20 
11.796774 1.337816e-20 
11.947902 1.298262e-20 
12.100967 1.259877e-20 
12.255993 1.222628e-20 
12.413005 1.186479e-20 
12.572028 1.151400e-20 
12.733089 1.117357e-20 
12.896213 1.084322e-20 
13.061426 1.052263e-20 
13.228757 1.021151e-20 
13.398230 9.909600e-21 
13.569876 9.616611e-21 
13.743720 9.332285e-21 
13.919791 9.056367e-21 
14.098117 8.788607e-21 
14.278729 8.528762e-21 
14.461654 8.276600e-21 
14.646922 8.031894e-21 
14.834565 7.794422e-21 
15.024610 7.563973e-21 
15.217091 7.340336e-21 
15.412038 7.123310e-21 
15.609482 6.912702e-21 
15.809455 6.708321e-21 
16.011990 6.509983e-21 
16.217120 6.317509e-21 
16.424878 6.130725e-21 
16.635298 5.949463e-21 
16.848413 5.773561e-21 
17.064258 5.602860e-21 
17.282869 5.437205e-21 
17.504280 5.276449e-21 
17.728528 5.120445e-21 
17.955649 4.969053e-21 
18.185679 4.822138e-21 
18.418656 4.679567e-21 
18.654618 4.541210e-21 
18.893603 4.406944e-21 
19.135649 4.276649e-21 
19.380796 4.150205e-21 
19.629084 4.027500e-21 
19.880553 3.908423e-21 
20.135243 3.811457e-21 
20.393196 3.733092e-21 
20.654454 3.656338e-21 
20.919058 3.581162e-21 
21.187053 3.507531e-21 
21.458481 3.435415e-21 
21.733386 3.364781e-21 
22.011813 3.295600e-21 
22.293807 3.227841e-21 
22.579413 3.161475e-21 
22.868679 3.096474e-21 
23.161650 3.032809e-21 
23.458374 2.970453e-21 
23.758900 2.909379e-21 
24.063276 2.849561e-21 
24.371551 2.790973e-21 
24.683776 2.733589e-21 
25.000000 2.677385e-21 
30.737335 1.911076e-21 
37.791351 1.364096e-21 
46.464218 6.899361e-22 
57.127449 3.062299e-22 
70.237823 2.346216e-22 
86.356941 1.747792e-22 
106.175290 1.188735e-22 
130.541820 1.519987e-22 
160.500310 0.000000e+00 
197.334070 0.000000e+00 
242.620940 0.000000e+00 
298.300850 0.000000e+00 
366.758930 0.000000e+00 
450.927690 0.000000e+00 
554.412620 0.000000e+00 
681.646660 0.000000e+00 
838.080090 0.000000e+00 
1030.413900 0.000000e+00 
1266.887200 0.000000e+00 
1557.629400 0.000000e+00 
1915.095100 0.000000e+00 
2354.596800 0.000000e+00 
2894.961300 0.000000e+00 
3559.335800 0.000000e+00 
4376.180000 0.000000e+00 
5380.484400 0.000000e+00 
6615.270200 0.000000e+00 
8133.431100 0.000000e+00 
10000.000000 0.000000e+00 
